;ID;LOCATION;NUMBER
1374;Q18IJ67L4H;7RM2_2XX377_6JI;2333
1375;SLR245M8RN;7RM2_2XX377_6JI;3691
1376;CNXZ6W6C8G;UC1X4_AKRI3_INQ3Y2;2942
1377;DMKDPXFDC3;GJHXPQ_JT_Q128;3949
1378;JVNHLAL8PQ;7RM2_2XX377_6JI;975
1379;YO5LBED82Y;XVYX_MB_EW3FWK;4974
1380;OPT587URG4;QYE547_8J4_5QXMDY;1680
1381;LM7DDFC8SV;GJHXPQ_JT_Q128;4964
1382;OGS9LZK7U4;7RM2_2XX377_6JI;4277
1383;6V2VRUTT1I;QYE547_8J4_5QXMDY;3468
1384;U6H33M6CXA;UC1X4_AKRI3_INQ3Y2;4679
1385;FO5OGIGO6G;GJHXPQ_JT_Q128;4661
1386;HKZ7RN3459;ZCJH_YJ5;4083
1387;Q3QLR8OYNZ;ZCJH_YJ5;817
1388;7OC79JGNHW;7RM2_2XX377_6JI;2335
1389;B3HHR0ZLX6;MYBRGJ_X3UYP;4872
1390;P8I0QAUUD5;GJHXPQ_JT_Q128;2601
1391;VI5IS465TO;7RM2_2XX377_6JI;1729
1392;D85LHF77CR;XVYX_MB_EW3FWK;3531
1393;2PO6PNTBRR;GJHXPQ_JT_Q128;1006
1394;R2AXK1PNI8;358Y_H8JB_QSDG;4251
1395;QGXO3HA48N;358Y_H8JB_QSDG;2327
1396;XTMKZ5VZ16;358Y_H8JB_QSDG;4776
1397;G3UBVRUT1R;7RM2_2XX377_6JI;967
1398;LYFL3UQH2T;UC1X4_AKRI3_INQ3Y2;1784
1399;W2RHGGTGGE;GJHXPQ_JT_Q128;2457
1400;OIQ0COF8TD;7RM2_2XX377_6JI;4557
1401;1IY1M5J937;0XXE_RHN;812
1402;497H1F7W5S;ZCJH_YJ5;3901
1403;LBTBXY36G0;QYE547_8J4_5QXMDY;2215
1404;KW475BA9HT;0XXE_RHN;1692
1405;9HCV6YW774;9ZWB4_ZKZOTH_L205AN;51
1406;SYOQ3ON638;GJHXPQ_JT_Q128;3708
1407;4EH9CJM9D2;GJHXPQ_JT_Q128;79
1408;7AVCVVB3JG;MYBRGJ_X3UYP;4335
1409;0O2SHGQR94;UC1X4_AKRI3_INQ3Y2;865
1410;812MM54FWP;ZCJH_YJ5;616
1411;JHMGTV4FO3;0XXE_RHN;4466
1412;ZN1625NYTK;GJHXPQ_JT_Q128;4083
1413;1KRFQ5NQZB;UC1X4_AKRI3_INQ3Y2;1174
1414;TAE9HTDFJ5;XVYX_MB_EW3FWK;4650
1415;9E87A5K21N;9ZWB4_ZKZOTH_L205AN;1211
1416;IK8IMJUE9G;9ZWB4_ZKZOTH_L205AN;1558
1417;ZBLST7VQ78;ZCJH_YJ5;4229
1418;TEE0FMX2OI;MYBRGJ_X3UYP;3599
1419;DFON1Y1U64;QYE547_8J4_5QXMDY;4738
1420;IVNN6KD49S;GJHXPQ_JT_Q128;4878
1421;BPPV8SAN32;QYE547_8J4_5QXMDY;2511
1422;GXYCQHEM7O;0XXE_RHN;2325
1423;D7ULRI6RJB;QYE547_8J4_5QXMDY;401
1424;TJ8DXFZFCL;MYBRGJ_X3UYP;4911
1425;B1LKOIQ3T4;0XXE_RHN;596
1426;MEUV8UL3A9;9ZWB4_ZKZOTH_L205AN;4655
1427;ZVKBQ3UVVG;XVYX_MB_EW3FWK;2704
1428;VZFJMM14BW;7RM2_2XX377_6JI;1223
1429;4KD3KTIJVL;XVYX_MB_EW3FWK;2357
1430;78D7MUKPYI;XVYX_MB_EW3FWK;416
1431;RB1UEPPJSX;QYE547_8J4_5QXMDY;3476
1432;TL3NQ3EW3X;MYBRGJ_X3UYP;2997
1433;2IUSNT9P36;UC1X4_AKRI3_INQ3Y2;4549
1434;Z9E49G3BOA;GJHXPQ_JT_Q128;468
1435;YD287UON3D;7RM2_2XX377_6JI;3497
1436;OP2XV9317J;GJHXPQ_JT_Q128;3522
1437;AJ69FFUX4J;QYE547_8J4_5QXMDY;2740
1438;1EAWCQ421D;7RM2_2XX377_6JI;303
1439;A7HC0DB56H;GJHXPQ_JT_Q128;1917
1440;QNZHD7PH09;9ZWB4_ZKZOTH_L205AN;446
1441;V5JZZDP0CH;358Y_H8JB_QSDG;1673
1442;PUBQLV247N;MYBRGJ_X3UYP;3060
1443;N3WCDAJE2E;XVYX_MB_EW3FWK;2213
1444;USG3TBRF3O;ZCJH_YJ5;4976
1445;JT8WLLB3PY;9ZWB4_ZKZOTH_L205AN;2015
1446;LWO0SN03XV;GJHXPQ_JT_Q128;2419
1447;DR9IFPNSP5;MYBRGJ_X3UYP;1978
1448;QFZMTZUQJD;ZCJH_YJ5;3540
1449;QB0Q8XZOR7;358Y_H8JB_QSDG;3569
1450;JN55Q9WQ05;358Y_H8JB_QSDG;3184
1451;MRICJYHZ0H;GJHXPQ_JT_Q128;4820
1452;GLMCKJBS8U;ZCJH_YJ5;1726
1453;7TLERXWNBK;0XXE_RHN;3006
1454;DQOS3WPTG3;7RM2_2XX377_6JI;1557
1455;6XZZSFJPP7;0XXE_RHN;1615
1456;ADAQF301U8;0XXE_RHN;2256
1457;YNX530IFGR;XVYX_MB_EW3FWK;2407
1458;RHDUYCRBIF;QYE547_8J4_5QXMDY;1085
1459;V8S0BCYVAM;9ZWB4_ZKZOTH_L205AN;2534
1460;EXA0TO66IQ;MYBRGJ_X3UYP;1798
1461;DEMRXXPUNE;UC1X4_AKRI3_INQ3Y2;4868
1462;WVY22SMFOZ;UC1X4_AKRI3_INQ3Y2;3782
1463;2VY919GQO8;358Y_H8JB_QSDG;1298
1464;CTINXJLPZL;GJHXPQ_JT_Q128;184
1465;HYVII6CIK3;UC1X4_AKRI3_INQ3Y2;3036
1466;E17G3B3J6D;7RM2_2XX377_6JI;4463
1467;PZ8NFPZSTG;XVYX_MB_EW3FWK;4563
1468;UQEK1TY4HT;MYBRGJ_X3UYP;883
1469;1AJ5ZTPA27;7RM2_2XX377_6JI;4257
1470;5YKLHTYK5R;GJHXPQ_JT_Q128;2289
1471;FXWES8TSFI;MYBRGJ_X3UYP;3617
1472;OQKZYYRF8E;ZCJH_YJ5;2898
1473;KY37Q9CLQK;ZCJH_YJ5;150
1474;A5VXR95L37;0XXE_RHN;3543
1475;T3ZTA1ACYD;9ZWB4_ZKZOTH_L205AN;4360
1476;I9EPE8LFC4;GJHXPQ_JT_Q128;3869
1477;0OJF92VK9T;ZCJH_YJ5;3252
1478;GQOECT4HOK;7RM2_2XX377_6JI;402
1479;ZAKVTFT2IC;UC1X4_AKRI3_INQ3Y2;4384
1480;0EA2LA91L4;UC1X4_AKRI3_INQ3Y2;4666
1481;PA5XU5HHMF;MYBRGJ_X3UYP;4732
1482;4PN522C9A5;MYBRGJ_X3UYP;417
1483;35TDNIIZR2;GJHXPQ_JT_Q128;2571
1484;2NRT1DO0KS;UC1X4_AKRI3_INQ3Y2;1916
1485;BB9JKVD284;0XXE_RHN;4673
1486;F7BD3AA6C7;QYE547_8J4_5QXMDY;4527
1487;SKU3OGNSB4;ZCJH_YJ5;3172
1488;TUHFUBUGO8;QYE547_8J4_5QXMDY;1735
1489;ZCX05NC1V1;0XXE_RHN;4719
1490;XFRK7SAPJ9;QYE547_8J4_5QXMDY;2154
1491;UDO9OYYP44;9ZWB4_ZKZOTH_L205AN;470
1492;5CKMZIGJNG;QYE547_8J4_5QXMDY;1532
1493;KF2G6OS0V5;GJHXPQ_JT_Q128;2945
1494;MTW8JH6T2Z;QYE547_8J4_5QXMDY;1527
1495;SRXIRT9TCH;GJHXPQ_JT_Q128;177
1496;FH9LCXH8VU;UC1X4_AKRI3_INQ3Y2;4556
1497;MMAMKBM7UG;9ZWB4_ZKZOTH_L205AN;518
1498;XVHAROSO19;QYE547_8J4_5QXMDY;2151
1499;ROMEEWM4GA;7RM2_2XX377_6JI;4421
1500;EQJ2RFI9UM;358Y_H8JB_QSDG;1835
1501;937AUE74G1;UC1X4_AKRI3_INQ3Y2;4628
1502;PFEVM49T4E;ZCJH_YJ5;527
1503;8E4721UC10;9ZWB4_ZKZOTH_L205AN;4762
1504;4QLQS8TBPH;ZCJH_YJ5;306
1505;778MX2S40G;MYBRGJ_X3UYP;3683
1506;WFVNKHIDMD;0XXE_RHN;4898
1507;F4FI20FOF3;QYE547_8J4_5QXMDY;1180
1508;9NJ0X8TV3W;MYBRGJ_X3UYP;1682
1509;M64ZLGNSOA;XVYX_MB_EW3FWK;3105
1510;12PMYFLHB9;UC1X4_AKRI3_INQ3Y2;4731
1511;BW0JJ7JAJQ;MYBRGJ_X3UYP;1417
1512;LPTQ372W9G;XVYX_MB_EW3FWK;3949
1513;RSNB9OQ81X;QYE547_8J4_5QXMDY;184
1514;PJR0K52CXM;0XXE_RHN;195
1515;83055QBXRY;XVYX_MB_EW3FWK;4677
1516;KZL69U9WDV;QYE547_8J4_5QXMDY;450
1517;46QSXMRZAM;9ZWB4_ZKZOTH_L205AN;2723
1518;TJ7D31NMBF;0XXE_RHN;3558
1519;1S89PUSTKD;QYE547_8J4_5QXMDY;1772
1520;ZUGWZL12SS;MYBRGJ_X3UYP;1524
1521;Z3RZFE2H2V;9ZWB4_ZKZOTH_L205AN;4983
1522;S90VR95THJ;358Y_H8JB_QSDG;4729
1523;707XA3X75K;9ZWB4_ZKZOTH_L205AN;1271
1524;8I01UOSOX4;0XXE_RHN;3688
1525;R29NUD98W5;358Y_H8JB_QSDG;2514
1526;CG9MG7QKUE;GJHXPQ_JT_Q128;4132
1527;P3L6SAKS22;7RM2_2XX377_6JI;4903
1528;UI7IPO1SJW;7RM2_2XX377_6JI;1906
1529;Q5UKKYZ4FD;9ZWB4_ZKZOTH_L205AN;3763
1530;HCU2FDTHLT;0XXE_RHN;4193
1531;GWZ4VLK4PJ;QYE547_8J4_5QXMDY;1634
1532;Y3BFQHTW4E;MYBRGJ_X3UYP;3536
1533;1V0CC5XT8J;ZCJH_YJ5;1415
1534;6TEB3B6ZUH;9ZWB4_ZKZOTH_L205AN;2169
1535;4U8Q9VRM4C;9ZWB4_ZKZOTH_L205AN;649
1536;2TSBQOUKHR;0XXE_RHN;145
1537;W9MIS6SBRM;XVYX_MB_EW3FWK;2731
1538;M6N0Q44NYA;0XXE_RHN;2059
1539;A25AUUUVGJ;0XXE_RHN;568
1540;Q9BH0ZL98W;358Y_H8JB_QSDG;1999
1541;3PGLFPSHDF;XVYX_MB_EW3FWK;3685
1542;Y0MAUYGXWW;QYE547_8J4_5QXMDY;2243
1543;2E26TNAQH2;ZCJH_YJ5;777
1544;8MOCQNAXJS;QYE547_8J4_5QXMDY;645
1545;UL8RHDPKZ8;MYBRGJ_X3UYP;4014
1546;7X239YYR5F;7RM2_2XX377_6JI;865
1547;BH0YG96ZV7;9ZWB4_ZKZOTH_L205AN;4599
1548;4IP5JC7ZR3;9ZWB4_ZKZOTH_L205AN;4377
1549;D8JY6OSOBZ;QYE547_8J4_5QXMDY;726
1550;YG6UJYPDI7;0XXE_RHN;2453
1551;IR8Q4JING5;QYE547_8J4_5QXMDY;2776
1552;NSJSVQAXRV;XVYX_MB_EW3FWK;1166
1553;ME2NMYAHU1;QYE547_8J4_5QXMDY;2356
1554;N0XV0RUZ60;358Y_H8JB_QSDG;3269
1555;DHB7V2EHLR;9ZWB4_ZKZOTH_L205AN;3067
1556;1FQKEZY6SD;UC1X4_AKRI3_INQ3Y2;2689
1557;9624CS5GMP;7RM2_2XX377_6JI;3948
1558;C4PROH3KDZ;GJHXPQ_JT_Q128;4060
1559;I9D672MGXZ;QYE547_8J4_5QXMDY;2856
1560;J97F90OMO3;XVYX_MB_EW3FWK;3944
1561;DYVSYJCI53;MYBRGJ_X3UYP;1850
1562;DTGIM4208C;9ZWB4_ZKZOTH_L205AN;2248
1563;H9IMYFNLNF;9ZWB4_ZKZOTH_L205AN;4037
1564;PES24YMX8A;UC1X4_AKRI3_INQ3Y2;4556
1565;50WXM7FE34;358Y_H8JB_QSDG;548
1566;GBMEIEJ8O5;MYBRGJ_X3UYP;3448
1567;8WUKNQJWWG;QYE547_8J4_5QXMDY;2250
1568;HR0FZT2R8X;0XXE_RHN;1517
1569;CC5ZBDG7ES;MYBRGJ_X3UYP;425
1570;85FGSCQOSG;UC1X4_AKRI3_INQ3Y2;3347
1571;0EUGPNCQV2;9ZWB4_ZKZOTH_L205AN;3383
1572;OVT0WEPCJR;XVYX_MB_EW3FWK;167
1573;G79JWW2236;0XXE_RHN;3176
1574;CCLVZV4UXJ;MYBRGJ_X3UYP;3663
1575;UR5BN9NR04;7RM2_2XX377_6JI;3604
1576;CF25PNMF1G;GJHXPQ_JT_Q128;4464
1577;5QPEOH027U;0XXE_RHN;156
1578;AWZQEEHCKK;ZCJH_YJ5;513
1579;58CCEZT5UJ;9ZWB4_ZKZOTH_L205AN;1683
1580;HE8F58UJ0C;358Y_H8JB_QSDG;3075
1581;50442HKEJY;0XXE_RHN;537
1582;CGKWC1LO7J;358Y_H8JB_QSDG;711
1583;X8PH70LX1R;XVYX_MB_EW3FWK;2560
1584;Y6OSMB9BY1;MYBRGJ_X3UYP;1608
1585;G9OKH1RLLM;358Y_H8JB_QSDG;4079
1586;1FRT6VUEYH;ZCJH_YJ5;61
1587;7CHPZ1LJMO;XVYX_MB_EW3FWK;4719
1588;BJYLKQO2KY;XVYX_MB_EW3FWK;1694
1589;R3E123RZVA;UC1X4_AKRI3_INQ3Y2;2004
1590;JUXDUIJQ0U;358Y_H8JB_QSDG;4245
1591;EVM1WXWI84;QYE547_8J4_5QXMDY;4437
1592;1KORTZ6SAQ;MYBRGJ_X3UYP;4367
1593;2NSSNVYK8O;ZCJH_YJ5;2927
1594;RXC81YH19K;XVYX_MB_EW3FWK;1761
1595;7MH5R9PA9O;0XXE_RHN;3053
1596;GPYXO7RU3G;MYBRGJ_X3UYP;3657
1597;0F8AXFFKF3;XVYX_MB_EW3FWK;759
1598;C3K0K116T1;358Y_H8JB_QSDG;4197
1599;4QGLQ7H2WY;ZCJH_YJ5;686
1600;TS61Q953LD;7RM2_2XX377_6JI;107
1601;SZDVYAN21Q;7RM2_2XX377_6JI;2238
1602;3JDAS9R3Y0;UC1X4_AKRI3_INQ3Y2;2178
1603;77QL3JTXR9;MYBRGJ_X3UYP;1967
1604;URFKF70QM2;XVYX_MB_EW3FWK;4488
1605;QYRWOJ29X8;MYBRGJ_X3UYP;1639
1606;E8AQ6PNTNP;ZCJH_YJ5;1453
1607;P8KTSKI8P5;XVYX_MB_EW3FWK;3056
1608;3ZO80NVR9R;9ZWB4_ZKZOTH_L205AN;4453
1609;YX861KKAMG;0XXE_RHN;2479
1610;PPV7QE7KYM;358Y_H8JB_QSDG;2686
1611;VGKLN520BX;QYE547_8J4_5QXMDY;1607
1612;ZMPSIG5WKF;0XXE_RHN;516
1613;WGOXPPM8YJ;UC1X4_AKRI3_INQ3Y2;1411
1614;HYB7Y8IV4W;UC1X4_AKRI3_INQ3Y2;3824
1615;K56N7CRP0T;GJHXPQ_JT_Q128;684
1616;Z4GZUUD6RD;GJHXPQ_JT_Q128;3112
1617;6VZ0SQS15U;7RM2_2XX377_6JI;712
1618;D1NDN6NJ23;UC1X4_AKRI3_INQ3Y2;1284
1619;P01NYU1PVU;7RM2_2XX377_6JI;3602
1620;TQ4NP1PRC8;7RM2_2XX377_6JI;2397
1621;DR5EWKLYNX;UC1X4_AKRI3_INQ3Y2;1434
1622;QBJSKRWKLR;9ZWB4_ZKZOTH_L205AN;2672
1623;HOCQ99X433;ZCJH_YJ5;2724
1624;VC5NFB13UU;MYBRGJ_X3UYP;3649
1625;LGYM9ILHCW;UC1X4_AKRI3_INQ3Y2;2484
1626;ZM1LCSWL09;MYBRGJ_X3UYP;110
1627;2BOBALWKVH;ZCJH_YJ5;1259
1628;WAMI16X1LS;0XXE_RHN;4561
1629;D22L6106UE;QYE547_8J4_5QXMDY;964
1630;OQDLX7OR78;QYE547_8J4_5QXMDY;1026
1631;047CUUIQP4;9ZWB4_ZKZOTH_L205AN;2532
1632;PT1BXSZ3AU;QYE547_8J4_5QXMDY;1969
1633;U2JBONF1B5;QYE547_8J4_5QXMDY;1133
1634;GCJOL96J1A;9ZWB4_ZKZOTH_L205AN;2127
1635;AVB3JND14F;ZCJH_YJ5;27
1636;YKAJ4VFGDB;XVYX_MB_EW3FWK;296
1637;1MXRGKX7LI;QYE547_8J4_5QXMDY;3749
1638;AFRQR6UGGU;UC1X4_AKRI3_INQ3Y2;436
1639;LERL3R36WB;7RM2_2XX377_6JI;4314
1640;2WIF05FGHK;ZCJH_YJ5;4408
1641;YFPG6FZBMP;MYBRGJ_X3UYP;528
1642;CPSQ29JHX3;MYBRGJ_X3UYP;473
1643;ADSQ6DC9QY;XVYX_MB_EW3FWK;2736
1644;XX55DASIL7;UC1X4_AKRI3_INQ3Y2;993
1645;OIU61MTHSN;358Y_H8JB_QSDG;2456
1646;9AWMOCTORX;QYE547_8J4_5QXMDY;4235
1647;AE49RP9SA3;358Y_H8JB_QSDG;1950
1648;4EXSJTBIVJ;ZCJH_YJ5;2809
1649;41M0VC8R0O;9ZWB4_ZKZOTH_L205AN;3581
1650;QUK3J6KYYU;358Y_H8JB_QSDG;4285
1651;AWT2ENQ4PF;ZCJH_YJ5;3358
1652;IF9QFSX0FL;9ZWB4_ZKZOTH_L205AN;415
1653;HJQW9MNI0A;XVYX_MB_EW3FWK;4788
1654;0DRR12TG82;GJHXPQ_JT_Q128;2808
1655;I4RQXM25FZ;ZCJH_YJ5;4519
1656;12A8QB8EQH;ZCJH_YJ5;1264
1657;8T50ENB4NZ;XVYX_MB_EW3FWK;242
1658;SVE1J786O4;9ZWB4_ZKZOTH_L205AN;4086
1659;3NARYDHTJK;7RM2_2XX377_6JI;3457
1660;3BNVFROLDB;ZCJH_YJ5;1725
1661;WNRP85ZC1D;ZCJH_YJ5;1651
1662;E9JVVB41WU;7RM2_2XX377_6JI;4977
1663;MAAIX4I2RJ;ZCJH_YJ5;2005
1664;7FU6L93A7S;UC1X4_AKRI3_INQ3Y2;3759
1665;8A2O55PSZP;0XXE_RHN;3617
1666;TDJ76MD0KF;9ZWB4_ZKZOTH_L205AN;1023
1667;STIF4XXRKD;GJHXPQ_JT_Q128;226
1668;Y2QBC9R1PM;7RM2_2XX377_6JI;1871
1669;9W7X4BB50Q;XVYX_MB_EW3FWK;4258
1670;UGBJ50OPH4;UC1X4_AKRI3_INQ3Y2;2686
1671;ZOXDQHPMKK;QYE547_8J4_5QXMDY;845
1672;GM8MTNYW2K;7RM2_2XX377_6JI;691
1673;8Y8YG07P4M;9ZWB4_ZKZOTH_L205AN;3645
1674;HF6RSJFECC;XVYX_MB_EW3FWK;2152
1675;NW5LZLRUBI;XVYX_MB_EW3FWK;3442
1676;HJA5M7QLSH;QYE547_8J4_5QXMDY;1312
1677;4XDC7M427H;GJHXPQ_JT_Q128;1671
1678;W0FNG1NF2R;XVYX_MB_EW3FWK;4265
1679;5EOVV4PDN0;358Y_H8JB_QSDG;3569
1680;J13H1JY2OD;XVYX_MB_EW3FWK;2654
1681;QMXATLBVHA;ZCJH_YJ5;1515
1682;S0DZAZVXJ8;ZCJH_YJ5;1750
1683;8D4P8P6N2B;ZCJH_YJ5;4322
1684;XTRNDLYMVA;XVYX_MB_EW3FWK;2660
1685;VXICCAGJO5;GJHXPQ_JT_Q128;523
1686;WS6AEKXEGN;XVYX_MB_EW3FWK;969
1687;IN6OLPR5GB;MYBRGJ_X3UYP;814
1688;JZ63XVEGQJ;UC1X4_AKRI3_INQ3Y2;1628
1689;N2D7KMMXN3;GJHXPQ_JT_Q128;3689
1690;N621H3C3M5;GJHXPQ_JT_Q128;3260
1691;DL63CCZAMI;358Y_H8JB_QSDG;2378
1692;BJ5G4R503U;UC1X4_AKRI3_INQ3Y2;4844
1693;4WFTCOTKC5;7RM2_2XX377_6JI;1748
1694;S3AEFWT3CH;QYE547_8J4_5QXMDY;4936
1695;8IXGAEBENL;UC1X4_AKRI3_INQ3Y2;4201
1696;68AOXFVUWX;MYBRGJ_X3UYP;4991
1697;3OVDSH6QSF;XVYX_MB_EW3FWK;179
1698;D4TP2KYO8X;9ZWB4_ZKZOTH_L205AN;551
1699;JSNSGJBAY2;0XXE_RHN;77
1700;XWUXBOATED;GJHXPQ_JT_Q128;2954
1701;ENLY04FFXY;XVYX_MB_EW3FWK;85
1702;UZJI81FK46;9ZWB4_ZKZOTH_L205AN;4712
1703;M99BFM7HYT;0XXE_RHN;4851
1704;EI5NYKQMVO;0XXE_RHN;4715
1705;AWJS7F3U21;358Y_H8JB_QSDG;1520
1706;5UMKYI924T;XVYX_MB_EW3FWK;4491
1707;TXD8HQ0CGE;QYE547_8J4_5QXMDY;4758
1708;UFI0KRN7WL;ZCJH_YJ5;2046
1709;RJ9T5V0TVI;358Y_H8JB_QSDG;674
1710;27HMFBWCSJ;ZCJH_YJ5;1613
1711;OUP9AR7TYP;358Y_H8JB_QSDG;1304
1712;M4YBGGYZEF;0XXE_RHN;3905
1713;8YRZ3DIPBU;9ZWB4_ZKZOTH_L205AN;1548
1714;LXIARXDF3Q;MYBRGJ_X3UYP;2160
1715;IGHR8GNNO3;UC1X4_AKRI3_INQ3Y2;3937
1716;N5M3VAF41U;9ZWB4_ZKZOTH_L205AN;2389
1717;Q1UL3TP4X5;7RM2_2XX377_6JI;1448
1718;US06SBHUUU;XVYX_MB_EW3FWK;109
1719;6FNXCL62R2;7RM2_2XX377_6JI;390
1720;UBEGK03H3C;ZCJH_YJ5;3316
1721;KN9V8JZ7MF;XVYX_MB_EW3FWK;2250
1722;Z6JXFZ95EX;9ZWB4_ZKZOTH_L205AN;4020
1723;CJM2UAESOS;358Y_H8JB_QSDG;3507
1724;NFLXVNAXJQ;GJHXPQ_JT_Q128;1192
1725;T8BEPV86WK;7RM2_2XX377_6JI;1298
1726;RN7AE53MYT;358Y_H8JB_QSDG;3826
1727;J4VQNUCLJH;9ZWB4_ZKZOTH_L205AN;1155
1728;9VK074FENM;7RM2_2XX377_6JI;4455
1729;8JSC129V9G;ZCJH_YJ5;1775
1730;OLFBFMP8C1;9ZWB4_ZKZOTH_L205AN;4234
1731;8KHO44R7IZ;7RM2_2XX377_6JI;2060
1732;YC06UQUJTI;QYE547_8J4_5QXMDY;444
1733;W4AH2L2ORT;QYE547_8J4_5QXMDY;3075
1734;7O8KJ5HDCC;ZCJH_YJ5;2219
1735;1W8ALQF00U;XVYX_MB_EW3FWK;2053
1736;QRZWMQMRH0;GJHXPQ_JT_Q128;4525
1737;4CSGS2CYGS;QYE547_8J4_5QXMDY;828
1738;ZB2P7STEY2;ZCJH_YJ5;4324
1739;OQ6TVXSH6R;XVYX_MB_EW3FWK;2540
1740;0EV1D8J3FB;358Y_H8JB_QSDG;4474
1741;SIJ045CR75;MYBRGJ_X3UYP;742
1742;J5FTJAZ39O;ZCJH_YJ5;3418
1743;OMBG4E85W6;358Y_H8JB_QSDG;3564
1744;V8UO6FU6QV;GJHXPQ_JT_Q128;2543
1745;D87YRRHNZN;GJHXPQ_JT_Q128;4877
1746;TN0HFZ1ZJE;UC1X4_AKRI3_INQ3Y2;4102
1747;1EJTSWJ06R;0XXE_RHN;1387
1748;NY18B3TPNO;0XXE_RHN;4138
1749;AQP7D4OLYW;9ZWB4_ZKZOTH_L205AN;1077
1750;M2HZ6OWYXA;QYE547_8J4_5QXMDY;1753
1751;V9ZH6F5T03;UC1X4_AKRI3_INQ3Y2;703
1752;XRZ9RL2I1Y;ZCJH_YJ5;98
1753;5IK7WY4F22;7RM2_2XX377_6JI;286
1754;JDE1D6DLYD;MYBRGJ_X3UYP;2141
1755;9Z7I6RP3SA;ZCJH_YJ5;890
1756;YP9O4YXZJC;ZCJH_YJ5;4604
1757;8BPGSMY4IW;GJHXPQ_JT_Q128;3289
1758;F6SQNUWRSG;UC1X4_AKRI3_INQ3Y2;4999
1759;2KVL1OHDSK;7RM2_2XX377_6JI;3472
1760;XIR4UCALDG;GJHXPQ_JT_Q128;3736
1761;4VBY8M9A0S;9ZWB4_ZKZOTH_L205AN;1652
1762;TUCOOLTNKW;ZCJH_YJ5;807
1763;DGPH3Z1BNF;UC1X4_AKRI3_INQ3Y2;1251
1764;H4MFDVJLOB;QYE547_8J4_5QXMDY;4127
1765;0DZ4Y356F2;358Y_H8JB_QSDG;3282
1766;0U81223XEZ;ZCJH_YJ5;1075
1767;2UEOKYN9E2;MYBRGJ_X3UYP;2088
1768;I6FTRR4Z55;7RM2_2XX377_6JI;3931
1769;4M5AB1X092;7RM2_2XX377_6JI;933
1770;A59Y2IMOAQ;GJHXPQ_JT_Q128;3486
1771;XQJ98W4KUG;GJHXPQ_JT_Q128;2812
1772;KBJGRXRKZI;GJHXPQ_JT_Q128;962
1773;G1ATQDWNCS;QYE547_8J4_5QXMDY;1275
1774;VKTGNQAOGB;9ZWB4_ZKZOTH_L205AN;1207
1775;WZX7KRPB4L;358Y_H8JB_QSDG;3185
1776;47Q00ZX1L8;MYBRGJ_X3UYP;2204
1777;AQRZ3RT8YF;7RM2_2XX377_6JI;3619
1778;R2HIK6ELBB;GJHXPQ_JT_Q128;2341
1779;A4QLCXH8IO;UC1X4_AKRI3_INQ3Y2;3050
1780;RZI9JQCPMW;XVYX_MB_EW3FWK;4214
1781;6RVVKN1UQX;GJHXPQ_JT_Q128;1183
1782;O609MIGODE;UC1X4_AKRI3_INQ3Y2;1158
1783;62F4V5HE59;QYE547_8J4_5QXMDY;1662
1784;L3NM6THXLR;358Y_H8JB_QSDG;3099
1785;Z393FW6MZU;XVYX_MB_EW3FWK;1338
1786;NN76EC9JJR;9ZWB4_ZKZOTH_L205AN;4504
1787;BJA9LU38S4;ZCJH_YJ5;3360
1788;DZV3LWYGME;GJHXPQ_JT_Q128;3858
1789;G4S6I3TNY4;QYE547_8J4_5QXMDY;3296
1790;Q6YDYC31AA;ZCJH_YJ5;814
1791;N41IA7BN87;358Y_H8JB_QSDG;1812
1792;47TZSM5WSS;QYE547_8J4_5QXMDY;1612
1793;IKBJPJH1SO;MYBRGJ_X3UYP;3627
1794;PGXQ65LY3B;GJHXPQ_JT_Q128;4265
1795;DQ13KZ35H6;ZCJH_YJ5;2147
1796;2EI2NX2AP0;0XXE_RHN;228
1797;83ZVLJ427Z;7RM2_2XX377_6JI;1018
1798;02EUDJ2TS5;MYBRGJ_X3UYP;3151
1799;4SW7U8SILL;9ZWB4_ZKZOTH_L205AN;3237
1800;WCI8LOTRV4;XVYX_MB_EW3FWK;4587
1801;BFM6POCKMN;9ZWB4_ZKZOTH_L205AN;3714
1802;IDKMMUTIF0;ZCJH_YJ5;2658
1803;LIKS1L9AZA;358Y_H8JB_QSDG;1255
1804;MP1BRK3O8G;GJHXPQ_JT_Q128;362
1805;RYSRFSLBQQ;UC1X4_AKRI3_INQ3Y2;3103
1806;2VYT130LRI;XVYX_MB_EW3FWK;3307
1807;ELCH86LWV5;7RM2_2XX377_6JI;2663
1808;X1QTZM4ZTD;GJHXPQ_JT_Q128;2979
1809;N73WA860HX;GJHXPQ_JT_Q128;3949
1810;ONDRFDXUSA;GJHXPQ_JT_Q128;2199
1811;72F1D9UKLD;GJHXPQ_JT_Q128;3012
1812;MF4SO35OGA;9ZWB4_ZKZOTH_L205AN;3133
1813;ZIJS4QZW1Q;ZCJH_YJ5;2208
1814;P9XA94DYLW;UC1X4_AKRI3_INQ3Y2;109
1815;T2GOTPHAZ8;9ZWB4_ZKZOTH_L205AN;33
1816;YHX9WFHGTI;UC1X4_AKRI3_INQ3Y2;4826
1817;L2G63HHHC7;9ZWB4_ZKZOTH_L205AN;3607
1818;NZ0EDJ8CFE;9ZWB4_ZKZOTH_L205AN;3621
1819;SH05KD86BS;MYBRGJ_X3UYP;3254
